overall,reviews
4,"Dainty, unique, just awesome earring jacket!! Love them... Dress them up or just wear them everyday."
4,"Total süße, aussergewöhnliche Ohrringe, ich hab mich geärgert, sie nicht schon früher gekauft zu haben. Also wer Schmuck mag, den nicht jede trägt, ist hier richtig. Die Größe finde ich perfekt, genau richtig. 
Liebevoll und toll verpackt mit der Baumscheibe. 😊
Der Versand nach Deutschland erfolgte auch sehr schnell."
4,"These are beautifully done. I have large earlobes, so could have handled them a little larger, but I love them anyway! They are super cute in person!"
4,Very nice high quality artisan earrings! Highly recommend!
4,I adore these! They're gorgeous. Thank you and bravo for the exquisite craftsmanship.
4,I LOVE this jewelry! So dainty but not too dainty - very feminine - you won't be disappointed!
4,"Fast delivery shipping! 
The earrings are really well done and simply beautiful!
Wow packaging!!!!!! 
Thank u so much!"
4,"I really love these. As far as earring jackets go they are pretty unique in design/pattern and I really like that. Honestly,  I find them a little pricey compared to what I am used to paying in the U.S. even from handmade artisans, but not a ton, and their uniqueness was enough to make me want to buy them anyway. Quality was great. If the prices went down a little I'd probably buy a lot more but can't say I would at this time priced as they were when I bought them."
4,"What we got was exactly as described on line. My wife was very pleased with the gift. The process of ordering and receiving the jacket earrings was straightforward and easy.
If my wife drops additional hints for CookOnStrike, I'm sure I'll follow through."
4,These earrings are very well made - better than what you find in the stores these days. Laura takes a lot of care packaging them and even including a cleaning cloth. Thank you Laura!
4,Super cute a delicate.
4,These earrings are absolutely gorgeous. The packaging was classy as well. Thank you very much!
4,"Very cool earrings, I love them!"
4,"Gorgeous earrings - excellent quality, and creative packaging"
4,"I couldn't recommend the seller and her work more highly! Fast shipping, thoughtful correspondence with the seller, and an excellent product!"
4,"beautiful, nice packaging, quick delivery"
4,Las pantallas son muy bonitas pero más pequeñas de lo que esperaba.
4,Cute earrings. Love the packaging. Thank u!
4,Beautiful! Thank you so much!
4,Beautiful earrings! Quick shipping. I'll certainly be ordering more.
4,Absolutely divine!! Exactly what I was after! They are so different and special!! :)
4,Received these quicker that items I ordered within the US! They're beautiful earrings...been receiving many compliments
4,So lovely! Very nice design.
4,"Beautiful earrings! Very happy with my purchase, thanks."
4,Love them!  I can wear the jacket with all my studs.
4,Beautiful handcrafted earrings.  Very happy. Thanks!
4,Great communication with seller. This was a repeat purchase from this seller and I would do so again!
4,Small but very pretty earrings
4,Nice Ear jacket. No Problems with the delivery.
4,I absolutely adore them! So delicate and unique. Will definitely purchase from this shop again!
4,WOW! Such great quality and craftsmanship! Exactly what I wanted. Cheers to not losing these or dropping them down a drain when I take them off (seriously) lol :)
4,Love them!  They are just the right mix of simple/dangly.
4,Thank you so much for these beautiful earrings. I love them!! Just what i hoped for and clearly made with such care.
4,Love these earrings! So pretty and well made! 5 stars for sure!
4,"I can not express how much I love these earrings. I misplaced one around Christmas, and instead of doing an intense search I just went a ordered another pair. The seller is so nice and included something extra in the package and I really really appreciated that. I will be buying more from this shop in the future:)"
4,"Simply elegant! Love these earrings! The seller was very receptive and easy to communicate with, and I absolutely adore this product. Easy to wear and can dress up or down."
4,"love !! quick delivery and they customized it as well. beautiful craftsmanship and elegant design, this is definitely a go-to accessory"
4,I LOVE LOVE LOVE MY EARRINGS PERFECTION
4,"I love them! Very nice and great quality. And the customer service is really excellent if you need them, super reactive and flexible! Thanks a lot Catie."
4,"These earrings are absolutely beautiful, unfortunately the jacket is a little too long and it hangs too far below my earlobe instead of being just underneath; I still wear them anyway because I think they are absolutely stunning. I may try the sunburst jackets next sold by the owner. Shipping was fantastic and the owner is absolutely great. Will purchase from this store again!"
4,Love them!
4,"Once again, this shop doesn't disappoint! My second pair of jackets and have another pair of studs to mix it up. Love the ear jackets, so cute and fun!"
4,"I cannot say enough good things about this purchase! Catie was super helpful with all of my questions. She didn't bat an eyelash (at me anyway) when I accidentally listed the wrong shipping address and the first set of earrings had to be returned to sender. And my earrings came today and I love them SO much, I know they'll be my go-tos. Have already picked my next set of jackets."
4,These earrings are perfect!! They look exactly like they do in the photos! They are delicate enough for everyday wear. I have gotten so many compliments in these! Since of my faves now!
4,"I love these earrings, I have worn them every day since I've received them. I have very sensitive skin and these are great quality. Dainty and cute!"
4,I love the earings! They are so unique and well made.
4,"Loooooooove this product!! Shipping was so fast and they came in perfect condition! They look exactly like the picture as well :D 

Update: it's been two days and the earring jacket completely broke."
4,"I LOVE these earrings! I have the hammered silver ones. They can be dressed up or down, always get compliments on them! Love them so much that when I lost one traveling, I bought the pair immediately again!"
4,These earrings are exactly as wonderful as I hoped they would be.  Everything about them is perfect!  Wearing them all the time :)
4,Another pair of awesome unique earrings from Renegade! Always get compliments.  Very fast shipping as well
4,"Amazing and unique earrings! I ended up needing 4 mm jackets instead of 6 mm jackets, and this store was super communicative to get everything resolved. Thank you, thank you!"
4,So cute!
4,Super cute! The jacket was actually too long and I was able to send it back to get it shortened. Very accommodating and fast response and delivery. Thanks!!
4,I love these earrings...I have small ears and they look perfect!
4,"Absolutely beautiful! Shipped fast and lovely packaging. So glad I ordered the shorter jackets, they are perfect! Thank you!"
4,I really like these earrings! I've already gotten compliments on them. They are subtle but fun.
4,These earrings are so unique and pretty! They fit perfectly! Love them! Thank you!
4,I bought these earrings for my bridesmaids to wear in my wedding in May this year. They are so beautiful and feminine. I love the hammered stud and the ear jacket's beaded-look  really ties it together. I can't wait to give them these earrings!
4,"Look even better than the picture! Very cool. 

Delivery fast and seller was easy to work with."
4,"I LOVE these earrings! They are so stylish, affordable, and go with everything. When the first back piece didn't fit, Catie was nice enough to  switch them out for smaller ones. This shop has great service, and lots of stylish pieces."
4,"Wunderschöne Ohrringe!
Bin begeistert!
Schnelle Abwicklung!"
4,So cute and very comfortable!
4,I absolutely love my earrings!! Thank you so much!
4,I love the quality and design on these!
4,These earrings are beautiful. Simple with a little bit of edge. I just love them. Thank you!
4,"The shipping was prompt and these earrings are beautiful-I'm not saying this easily, I love sterling silver earrings but am very picky. These exceed my expectations and looks very sophisticated yet edgy. Would give 6 stars if I could."
4,"Beautiful earrings, great quality & fast shipping."
4,Earrings are great! So simple & cute!
4,"Super cute ! Looks great, would recommend to anyone."
4,"Love these so much. I've gotten them for myself and as gifts. So simple, yet so interesting."
4,"Fast shipment, beautiful quality...I love them, thank you!"
4,"Perfect, exactly what I was looking for.  So cute and received very quickly!"
4,Super cute ❤️️ just bought a separate jacket can't wait to wear it - I'm always getting compliments on them!
4,Lovely earrings! Exactly what I was looking for. Thank you!
4,LOVE my earrings. Great seller.
4,Nice quality and perfect design. Thank you!!
4,Love these earrings! I've been wearing them everyday.
4,My gf loves them. Thanks!
4,Thank you - these are great!
4,These are exactly as described and seem to be well made
4,"I love these earrings!!!!  At first they didn't stay in a climbing position but that's because I got the 7 stone climbers and my upper ears are both thin and narrow. I have issues with all climbers because of my ears. I worked with the store and she was amazing to work with. Margay walked me through how to adjust them and they work!!! They stay in a climbing position! I love these earrings, great quality, super great customer service and fast shipping. Will be purchasing from this shop again for certain."
4,"Love love love my custom ear climbers! Super helpful shop. Wonderful customer service, and beautiful product. Many thanks!"
4,I am obsessed with these!! Thank you SO much! 💫💫💫
4,"This shop is AMAZING!! The original climbers were about 2 stones too big, and they offered to make me a new set with 2 less stones. And now they are PERFECT!! I will definitely buy more items from this shop because they obviously care about the happiness of their customers. Thank you so much for being so awesome!!!!!"
4,Stunning earrings. They go with so many outfits. I feel so feminine when I wear them. They are also very easy to put on!
4,Love this ! Very cute !
4,Amazing!
4,Love the earrings! Micah and Tiffany also included some hypoallergenic rubber earring backs with the earrings which are really helpful.
4,So cute and super-fast shipping!
4,"Wonderful item, love the earrings and have had several positive comments when wearing them."
4,I love them but it is a bit of a struggle keeping them up on your ear.
4,Just as described! It looks great! A lot of people have been asking where I've gotten them!
4,"It's beautiful, comfortable, stays in place, and exactly as pictured! It also is one of the few earrings I can wear that doesn't irritate my sensitive ears.  I love it and have gotten so many compliments on it already.  Thank you Kristen!"
4,Obsessed with these.
4,"The rose gold ear climbers are a beautiful color just as I hoped.  They stay in place quite well.  Sometimes my hair catches them but that's the life with a lot of crazy waves.  They go up almost half way up my ear, were easy to put in and they are classy and funky with out being ""too much"" to wear to an office, interview, etc.  They arrived quickly and were packaged nicely.  I would purchase from Glamrock again."
4,"I love these so much. I get compliments constantly. And my first pair, in rose gold which I still have, have held up for years while often being thrown in my purse. They haven't bent or broken. Loved them so much, had to get a gold pair too."
4,These earrings are gorgeous!  I get constant compliments on them.  They require a little fiddling and squeezing to get them to stay in place.
4,"These are so unique and beautiful, but with a little edge for my rehearsal dinner.  I love them!"
4,"Big, but they look very nice! ♥"
4,"Arrived just as pictured, and very quick shipping.  These are so neat, and very very light. Almost like wearing studs in terms of weight. Thank you!"
4,Love these. Thank you. Great quality
4,Beautiful color and fast shipping.
4,"Item exactly as described, just what I was looking for!  Fast shipping and nicely packaged 💚"
4,"Very pretty, but craftsmanship is not as refined as I'd hoped. The metal stud that goes through your ear has a blunt cut, which I didn't expect for the price."
4,Bought as a gift. Daughter loves them.
4,quick replies from seller when i needed to change sizes - they made is super quick and easy! love my ring
4,The design of this necklace is simple but so stylish. I like it so much. It also looks so sophisticated that I often enjoy wearing it. It matches with various type of clothes. Thanks a lot.
4,Love all the variety sizes of rings for my skinny fingers. Thank you! ❤️
4,"Absolutely, great piece!!!  It’s different from what you usually see on jewelry .  It has a modern air and at the same time 70 ‘ style. Like a lot the mixture of greens"
4,Items arrived safely and quickly.  So very pleased with my purchases and hope to do business again - for sure! Merci!
4,Love this piece!  Thanks so much! Looking forward to doing business again!
4,Tjanks voor the beautiful bracelet 💐💐💐
4,Beautiful pin. Arrived as described.
4,"Très beau collier, envoi rapide et très jolie boîte, merci"
4,Super cute earrings!
4,Gorgeous! Beautifully made and packaged.
4,Lovely item. Arrived promptly and safely.
4,Stunning ear rings. This was a present for our daughter and she loves them.
4,"Lovely earrings and fast delivery, thank you."
4,This set is beautiful!! I got the right ear climber and the left as the standard earring. I cannot wait to wear these on my wedding day! The ear climber cuff/clip has this thing in the back to help tighten it to the desired fit which is awesome. It also came with a Swarovski Crystal ID number which was super nice. Do not hesitate to buy!! If I could put pictures of both earrings on I would but I only seem to be able to upload one so the picture is of the rose gold ear climber!!
4,"One of the jewel’s prongs weren’t closed, so that one got loose and I had to fix it. Definitely love my earrings though!!! They are perfect for my big day."
4,Beautiful
4,These earrings are incredibly beautiful and unique and will be perfect for my wedding day. They also arrived very quickly and in lovely packaging. Very glad to have found this shop!
4,The earrings are absolutely beautiful !! They look exactly like the pictures and I can’t wait to wear them on my wedding day.
4,gorgeous! looks great as a pair (one on each ear) and looks great with the crawler on one ear depending on the hairdo- very very happy with the purchase of both!!!!!!!
4,"These are so cool looking, I can’t wait to wear them!! They are a little on the heavy side so I probably will wear them only for the reception (not the ceremony) but they are going to look SO GOOD with my leather jacket! Just an FYI these are glamorous enough that you probably don’t need a necklace with them!"
4,gorgeous!! stones were gorgeous and workmanship was well done!
4,Beautiful pair of earrings! I love it! Arrived quickly and safely. Thanks for a smooth transaction. :)
4,Item came as expected in regards to quality. Shipped in a timely manner. Aesthetically pleasing. Will give updates on day of wear on wedding date.
4,Just what I wanted for my wedding day. Thank you
4,They are stunning! I have pretty sensitive ears. The weight nor the material irritate them. Will stay in place pretty well. Highly recommend.
4,Love these earrings! Fast shipping and the seller is awesome and super helpful😊❤ will order again from this shop
4,I really really love this earrings :). They look nice on my ears and I got compliments on how lovely it looks. Thank you very much :). Highly recommend.
4,"Vielen Dank für diese tollen, einzigartigen Ohrringe. Die Verarbeitung und Qualität ist super, und außerdem ging der Versand richtig schnell, hat keine Woche gedauert."
4,"Amazing! Te color violet is gorgeous, and they're very comfy. Totally worth it!"
4,"Love ,love, love  these earrings!!!"
4,I absolutely love them. I wear them everyday and i received lots of compliments.
4,"Arrived quickly, well made delicate ear climbers. I have small ear lobes and they fit perfectly!"
4,"Sehr schön gestaltet, edel, was Besonderes! Für die Entfernung ging die Lieferung recht schnell."
4,"The earrings are lovely to look at, and look great on. But they hurt every time I wear them no matter how long or how often they always cause me pain....to the point I have to take them off....it makes me sad because they are seriously cute, hopefully it’s just me and the shape of my ears???"
4,Beautiful work of art. She loves them!
4,They are easy to insert and they look really nice on! They don't slide off and are comfortable to wear - aI actually forgot I was wearing them at one point:)
4,Lovely pair of earrings! Easy to put on as well :)
4,Lovely thank you
4,Very happy with my earrings.  No adverse reaction to the metal.  Shipped on time.  All's good ;-)
4,"I love the earings as they look modern and very pretty. BUT they fall out very quickly and can get lost. I know I lost one in the hospital.
The staff all felll in love with the remaining one and I am hoping the lost one will be returned."
4,"It got shipped out WAY sooner than promised - a nice surprise! They feel very delicate, I had thought I might wear these quite often (they are very beautiful but I *think* understated enough to do so), but I am afraid of breaking them. One fits my ear better than the other but the directions were very clear and I don’t think it will be a problem (must be something with me, I imagine, as all bodies are different). Overall very impressed"
4,beautiful! Just right for the wedding outfit that I wore.
4,So beautiful - tons of compliments! Easy to wear and stay put.
4,I chose these earrings for my wedding. So beautiful.
4,Simply beautiful ! Thanks a lot.
4,Honestly really obsessed with these earrings. I was worried they wouldn’t stay in place or they would be uncomfortable but I was wrong on both accounts. I have pretty sensitive ears and I haven’t noticed any issues with that either. These are really pretty and I would highly recommend them.
4,My daughter wore these on her wedding day and they were stunning! You won’t be disappointed!
4,"These are really beautiful - am planning on wearing for my wedding.  Everything arrived quickly and came with instructions.  They are lightweight without feeling cheap, so I will be able to wear them for the whole day."
4,Such a beautiful design! Easy to use and wear.
4,Earrings are beautiful! Perfect gift for the holidays
4,very pretty and very fast delivery
4,Good product by a  responsive vendor. Shipped on time and arrived quickly without any issues.
4,The set is TINY! Would not recommend.
4,"These are so cute, gave them to a friend and she loved them!!"
4,Perfect! Looks amazing on my giant earlobes and my daughter's nearly no lobes.
4,"Love these earrings, I get tons of compliments!"
4,"These have been my favorite purchase on Etsy so far! They are absolutely stunning and I get compliments all the time when I wear them. They look to be very high quality, not cheaply made. You will not be disappointed!"
4,"These are perfect. Fit well! Feel smug do not move around! Can not wait to wear them on my wedding day! Beautiful! Just want I was searching for! Do not hesitate, order asap!! Quick shipment also! Thank you!"
4,These earrings are simply gorgeous and more than I could have hoped for. I definitely will be buying more from Miriam!
4,"The most amazing Jewellery. So original and
Edgy. Lots of people admire these amazing pieces"
4,"A little tricky to get on, but once they're on they are magic! Lovely, carefully made, look great."
4,I love my earring crawlers! I wear them all the time and I've gotten lots of compliments. I highly recommend BohemianSands jewelry!
4,Perfect!
4,"I really like these ear climbers, they fit well in the ear and they stay in place. I've got already a lot of compliments on them. The dispatch was quick and I really liked the packaging."
4,"Wirklich ein toller Händler!
Wunderschöner und preiswerter Silberschmuck. Der Versand ging auch noch schnell.
Hab aufgrund der tollen Erfahrung gleich noch ein Armband nachbestellt."
4,These earrings are adorable! Prompt shipping as well. Thank you SO much! Wonderful Etsy seller.
4,Love them. They are beautiful. But sometimes they fall off the line of the ear so they need adjusting. But that's all.
4,"Habe gekauft für ein Weihnachtsgeschenk, ist wunderschön, verzaubert den Ohr...Danke"
4,These little earrings are just the cutest! Thank you so much!
4,"Gorgeous pair of earrings! Absolutely love them :) Been wearing them almost every day, they are dainty but make a statement at the same time! Thank you very much! Will order again soon!"
4,"Just what I was looking for. Shipped quickly, took a couple of weeks to arrive from Spain, but within the delivery estimate. Look great 😀"
4,Beautiful earrings.  So many compliments!!
4,"Beautiful Ear crawlers, I love Them."
4,Beautiful earrings. I receive lots of lovely comments when wearing them. Will purchase more from Bossa Jewels.
4,"Gorgeous! Great quality, looks exactly like the photo."
4,Excellent quality and arrived in a timely fashion. Would definitely order from this shop again.
4,Beautiful earings. Great service 👏
4,"absolutely beautiful and dainty earrings, very helpful and kind shop owners:) thanks a lot!"
4,Pendientes perfectos y preciosos
4,"lovely earrings , perfect size"
4,Wear these almost every day! Love the quality.
4,Really flattering to the ear and staying subtle
4,Cute earrings! They shipped very quickly too!
4,"Very pretty, as pictured. The only thing is they do not come with backs, just a hook like some dangly earrings have. So you kind of have to squeeze that part behind your ear lobe to make sure they are on tight. I will try to see if I can put on my own backs to see if that helps but I wish they came more secure."
4,Great pair of earrings and excellent communication and shipping! Thanks!
4,The ear climbers are lovely and were as described.  I appreciate the timely information that was provided by the seller and would definitely purchase more items from them.
4,beautiful! wear them all the time!
4,Wonderful quality and easy to work with the shop.
4,Very flimsy and keeps falling off.doesnt stay as it appeared in picture.
4,"I consider myself about average size for a woman...this product is well made, but much too big for my ears. It looks a little bit awkward on me personally."
4,"Great earnings, quick delivery. Thanks"
4,Love these! Wore them to a wedding and received so many compliments on how gorgeous they were.
4,"These earrings are so beautiful, also versatile. I put the hoop jacket on to dress up and where the circular studs all of the time."
4,"Really loved both items I purchased. Well-made and modern, simple design. I'm always on the hunt for simple daily jewelry that is different from the rest and I've found the right place!"
4,Received on time and very pretty! Love the polished silver!
4,"The earrings are just what I asked for and very feminine, too.  The workmanship is excellent.  Packaged well and fast arrival.  Thank You!"
4,Simple and classy
4,"Delicate looking but exactly what I was wanting, awesome"
4,very pretty perfect size
4,Much smaller than photo. Read the description for accurate size. I didn't bother to read that because I assumed it would look like the photo.
4,"I've wanted to try an ear climber for a while, but wasn't really sure how they would look on me.  I decided on this gorgeous design and I'm so glad I did.  I love them (I ordered the pair).  They are fantastic...don't hesitate if you're thinking about these!"
4,I absolutely love these. They are simple and beautiful. They are one of my favourites!
4,Amazing! I love these. I was searching for the perfect pair of ear climbers and I found them!!! I wanted something interesting but not blingy. These are beautiful and classy with a bit of edgy. Great quality!
4,"They arrived on time, look amazing and the build quality is great! Would definitely recommend :)"
4,"Totally love this piece! It is beautiful, it holds in place, it is comfortable and I've gotten several compliments. It shipped really quickly."
4,An exquisitely crafted pair of silver earrings that adds a little quirkiness to my daily outfit. Well worth the purchase!
4,"I love these handmade ear climbers! Beautifully crafted, great quality and design, nice shiny finish, and fit my ears perfectly. Will be sure to wear often. Also fast shipping and cute packaging."
4,I freaking love these earrings! So cute and perfect for fall. :)
4,Beautiful earrings! They're well made and fit perfectly. The shipping was fast and Lucie was great with communication!
4,"This item is excellent! It looks great and I’m so happy with it. Lucie, I will definitely be checking out the rest of your shop!"
4,Absolutely LOVE them! I get so many compliments on these earrings!
4,So dainty and light and an elegant statement! Beautiful craftsmanship! Just lovely!
4,Beautifully handcrafted and much loved by the recipient. I highly recommend this shop and their items to anyone looking to find superior quality and craftsmanship!
4,Absolutely gorgeous earrings and they shipped incredibly fast from Canada!! Loved the care that went into the packaging as well.. Thank you so much!
4,"These are beautiful, and quite comfortable! It takes a bit of doing to figure out how to get them to sit properly on the earlobe, but once you do, they’re great. These also shipped very quickly!"
4,"I love this store, I think this was my 3rd order. These look great"
4,"Beautiful, comfortable and well-made! Magical!"
4,Lovely idea and execution. Well made.
4,"Shipped quick, amazing quality and design and was even gift wrapped for the holidays. 

Thanks Lucie!"
4,Adorable climber. Love it very much and wear it often. Many thanks!
4,Beautiful quality and unique design!
4,high quality craftsmanship with good customer service!
4,Beautiful! The earrings arrived quickly and were exactly as adorable as the pictures.
4,"Love these earrings, had already had several unsolicited positive comments on them."
4,"très jolies boucles. Délicates, raffinées.
Expédition fort rapide
Merci"
4,Very pretty and unique. Plastic fasteners for the hook may help with their tendency to slip off
4,Beautiful earrings.  Gave to my sister in law as a gift and she loved them.
4,Lovely earrings. Shipped on time. Thank you. :)
4,"Beautifully crafted. Shipping was fast and well packaged.
Thanks for great work and lovely ear sweeps."
4,Very cool!!  I wish my ears were still pierced as I would have kept them for myself!!  Thank You
4,Smooth transaction. Love them so much.
4,Lots of compliments!  Great product!
4,Absolutely obsessed with this!! It's so so cute and well made! Shipping was super quick too! Thank you so much! ♥️
4,"La commande m'est parvenue en temps et en heure (et à quelques jours de Noël !). Bijou très original et soigné, parfaitement conforme à sa description. Merci beaucoup !"
4,"Tal y cómo se muestra en la foto. Envío rápido.
Un sutil y bonito adorno para la oreja."
4,Love my beautiful earrings !!!
4,This is such a lovely design. Very well made indeed and it is clear a lot of love and care went into it. My ears I have discovered are much smaller than I thought- the wave sits in the groove but it is so close the the edge of my ear haha
4,My second pair of these ear climbers after losing the first. Love them. Great customer service.
4,so beautiful and easy to put it!
4,Arrived very quickly.  Got compliments the first day I wore them.  Love them.
4,Great!
4,"These are perfect, just what I wanted and exactly as they look in the picture. Super speedy post too, thank you!"
4,Perfect and packaged beautifully.
4,love it...thank you !!!!!!!!!! :)
4,"Lovely earrings, just what I was looking for"
4,I cant stop ordering these! I am blessed to have expensive jewelry and I get more compliments when I wear this bracelet. They are so unique and people just love them!
4,"Love my necklace. It's perfect. Definitely get one. Everywhere I go, people ask about it. 🥰"
4,I am absolutely thrilled with this! It’s classy. Simple. Elegant. The chain is almost invisible which spotlights the Swarovski crystal “diamond”. The stone sparkles! And when on my neck it lays well and does not twist or tangle. I am impressed and I do not impress easily. I will be ordering other pieces.
4,I cant stop ordering these! I am blessed to have expensive jewelry and I get more compliments when I wear these necklaces. They are so unique and people just love them!
4,"Tres joli bijou! Je l ai offer a ma soeur pour son mariage. Je suis entierement satisfaite. De plus envoi tres rapide.. travail de grande qualité.. merci bcp..
Delphine"
4,"Commande passée lundi 21/10, collier reçu le 23/10 (livraison rapide). 

Trop contente ! il correspond totalement à mes attentes, j'ai commandé le 8mm avec finition argenté, je ne quitte plus le collier, je dors avec et fait du sport avec, je le garde même sous la douche et il tient très bien.

Je vais le commander de nouveau en 6mm, pour le prix autant se faire plaisir.
Merci Creamelanie ^^"
4,I loved it! I get so many compliments 🥰
4,"Très jolie collier ,fait beaucoup d'effet .
Mélanie est super , très réactive , ça fait plaisir ! Merci encore une fois pour votre gentillesse. Je recommande cet article"
4,Je suis très satisfait de cet achat qui est un cadeau pour ma sœur. Le bijou m’a été envoyé très rapidement (malgré les conditions actuelles) et les contacts ont été très agréables. La qualité est superbe et conforme aux attentes.  C’est fin et c’est très joli. Je recommande !
4,"Livraison très rapide, beau produit pour un prix raisonnable. La vendeuse est à l'écoute et prend le temps de répondre, tout en personnalisant les commandes rapidement. Nous sommes très satisfaites de nos achats. Merci."
4,It is absolutely beautiful!! Exactly what I was hoping for-thank you so much!!
4,"Je recommande vivement, collier très joli avec ce cristal de Swarovski et de plus, je remercie Mélanie qui a été très compréhensible suite à mon erreur."
4,Très satisfaite ! Du plus bel effet. Vendeuse très à l'écoute et de très bon conseil. Pris en 8mm finition argent
4,"Le collier est encore plus beau en vrai ! Livraison rapide et créatrice à l'écoute, je recommande sans hésiter."
4,"Très joli collier féminin ! Mélanie répond hyper vite aux questions, envoi rapidement les achats qui sont bien joliment présentés. Bref parfait ! Merci pour tout."
4,"Magnifique collier, discret et élégant. Bijou de bonne qualité, parfait pour les beaux jours qui arrivent. Envoi rapide et soigné.
Je recommande ♡
Merci beaucoup!"
4,"J'ai commandé ce collier le 10/11, il est en transit depuis le 14/11 et sa position n'a pas bougé!  Nous sommes le 20/11 et je ne l'ai toujours pas reçu! Inadmissible !!"
4,"Super beau, très rapide je suis super contente, je recommande fortement 😊"
4,"Ce collier est conforme à la photo. La pierre est brillante, c'est un joli bleu pour l'été. La longueur de 42 cm donne comme sur la photo. Je mets 4 étoiles car j'aurais aimé que le fil nylon soit plus épais. 
Merci pour vos créations."
4,Love it
4,"Merci Mélanie
Bien reçu, bien emballé, et tout mignon........"
4,"This is the second one I purchased.  The first was too small - my fault for not measuring right.  Gave it to my daughter and after seeing it on her I had to order one for me.  Its beautiful, simple, and sparkly.  I love it!"
4,I received my pendent today and it’s stunning!  It’s even more beautiful then I expected!  Seller let me know it might take longer to ship because of fewer planes I think she said. But Shipping was very fast considering it came from France to Florida.
4,"Très joli petit bijoux. Envoi très rapide dans un emballage soigné. Tout a été parfait. Je recommande vivement cette créatrice, bravo!"
4,"Le pendentif est très bien. C est l emballage qui laisse à désirer. Je veux l offrir à une relation de travail et il n y a même pas de carte de la créatrice. 
De plus on nous indique qu on peut joindre un mot avec le produit. Quelle ne fut pas ma déception de voir ce mot écrit à la main, sur un papier simple, découpé  avec un ciseaux cranteur.. Ça je peux le faire...
 En résumé je suis très déçue par la mise en valeur du produit..surtout de ne Pas avoir de carte de la créatrice. Je ne trouve pas ça normal, quand on achète sur etsy, ça me semble évident ! 
Ceci dit le collier est très bien et conforme à ce qui présenté. La livraison rapide."
4,Vendeur très sérieux ! jolie emballage et colis suivi. C'est une obligation qui devrait être mise en place par tous les vendeurs sur ETSY.
4,"Réalisées à ma demande en zirconium pour être assorties au collier que j'avais déjà reçu, ces boucles d'oreilles sont parfaites. Elégantes et réalisées avec soin, et toujours aussi joliment emballées.
Créatrice de bijoux recommandée."
4,"Bijoux très joli ! 
La longueur correspond exactement à mes attentes, le cristal est vraiment magnifique, le fil très discret et l'attache nickel !
Je ne peux que recommander !
La créatrice et vendeuse est très attentionnée."
4,"Commande arrivée rapidement, emballage nickel et petit mot personnalisé qui fait toujours plaisir. Je recommande !
Merci d'etre pro. quelque soit le montant de la commande."
4,Ravie de mon achat! Je recommande
4,"Collier d'une grande finesse de réalisation. Très élégant pour un prix plus que doux. Envoi rapide, joliment emballé avec soin. Vendeuse charmante et réactive aux questions posées. J'ai dès réception du collier commandé des boucles d'oreilles tout aussi jolies ! Un grand merci."
4,"Livraison rapide suite à ma demande. Merci beaucoup, très joli collier, je suis ravie. Conforme à mes attentes."
4,"Magnifique, très beau bijou 

Ravis"
4,"il est très élégant, je ne suis pas déçue.
il est vraiment très beau, la libellule est jolie et fine bien travaillée.
je suis satisfaite, je n'ai rien à redire dessus.
merci.
j'ai acheté ce bracelet puisque les libellules ont une symbolique particulière pour moi, je suis contente d'avoir enfin pu trouver un bracelet en argent avec une libellule.
Merci à la créatrice Mélanie."
4,"j’avoue l'article a mis du temps a arriver !!! suite au fête, le collier et très jolie je suis entièrement satisfaite ( merci Mélanie ) très bien emballer avec un petit mot qui l’accompagné avec un petit Stickers plaisir  d'offrir. je suis ravie"
4,Il et comme sur la photo parfait tres jolie et simple merci beaucoup je vous recommanderais ... Et je recommanderais :)
4,Super! Et de bon conseil !  Merci! Je recommande vivement !
4,"Cet article m'est parvenu à temps et j'ai été enchantée de sa qualité, je continuerai à acheter à cette boutique."
4,"Schöne Kette, es war so, wie ich es mir vorgestellt hatte und schneller Versand."
4,Exactement ce que je cherchais et que je ne trouvais nulle part. Collier porté pour mon mariage je suis ravie merci
4,"Le collier est exactement comme mes attentes , et la communication parfaite , et le plus la livraison super rapide ! Vraiment satisfaite"
4,"Merci ,pour votre rapidité et votre serieux .Le fil est vraiment invisible parfait  .Je recommande vivement  Creameline  ."
4,Simple et à la fois chic !
4,Super contente. Conforme à ce que j’attendais.  En plus je l’ai reçu vraiment rapidement. Merci 😊
4,"Très bien fait et très joli!
Cela fait un beau poignet."
4,"Muy bonito, resistente y en llegó en muy pocos días. Un acierto!"
4,Ravie de ma commande. Envoi rapide et colis soigné. Merci beaucoup ! :)
4,"C'est ma 2ème commande.
(Collier, boucles et bracelet)
Tout était parfait et conforme, très satisfaite du rendu, de plus ma commande était ""urgente"" elle m'a été livrée très rapidement.
Les bijoux sont réalisés avec soin."
4,C’est parfait !! Je recommande !! Merci à la créatrice.
4,C’est parfait !! Je recommande !! Merci à la créatrice.
4,"j ai reçu  mon colis 

Merci très beau"
4,"Super rapport qualité/prix, vendeuse tres sympathique et réactive, je recommanderai les yeux fermé."
4,"Ich <3 diese Kette und trage sie nun jeden Tag. 
Der Versand ging super schnell und der Kontakt war sehr freundlich.
Vielen Dank."
4,Absolutely LOVE!  Thank you so much!
4,Vraiment une superbe pièce! Je suis contente de cet achat!
4,"Il n y a rien à dire, travail bien fait, créatrice sympa. 2 eme achats et c est parfait. Merci à vous d être soignée."
4,Bien reçu ! Très jolie Merci beaucoup 😊
4,"Très beau !
Je souhaite en recommander"
